,name,price,region,power,volume,transmission,wheel_drive
1011,  Renault Scenic 2014  ,    4 600 $    ,Луцьк ,110.0,1.6,Механічна,Передній
1012,  Mazda CX-5 2021  ,    39 900 $    ,Полтава ,194.0,2.5,Автомат,Повний
1013,  Hyundai Tucson 2022  ,    30 399 $    ,Полтава ,136.0,1.6,Роботизована,Передній
1014,  Toyota Corolla 2022  ,    23 693 $    ,Хмельницький ,132.0,1.6,Варіатор,Передній
1015,  Toyota Yaris Cross 2022  ,    30 909 $    ,Рівне ,116.0,1.5,Варіатор,Передній
1016,  Skoda Octavia 2022  ,    35 231 $    ,Черкаси ,150.0,2.0,Механічна,Передній
1017,  Skoda Kodiaq 2022  ,    51 504 $    ,Київ ,180.0,2.0,Роботизована,Повний
1018,  Honda CR-V 2021  ,    42 956 $    ,Дніпро (Дніпропетровськ) ,184.0,2.0,Варіатор,Повний
1019,  Toyota Yaris 2021  ,    22 241 $    ,Ужгород ,116.0,1.5,Варіатор,Передній
1020,  Renault Logan 2021  ,    12 968 $    ,Запоріжжя ,90.0,1.5,Механічна,Передній
1021,  Toyota C-HR 2022  ,    30 064 $    ,Хмельницький ,122.0,1.8,Варіатор,Передній
1022,  Toyota Yaris Cross 2021  ,    23 921 $    ,Хмельницький ,125.0,1.5,Варіатор,Передній
1023,  Volkswagen Touareg 2022  ,    63 000 $    ,Луцьк ,231.0,3.0,Автомат,Повний
1024,  Renault Captur 2021  ,    22 315 $    ,Запоріжжя ,155.0,1.3,Роботизована,Передній
1025,  Chery Tiggo 2 2021  ,    11 400 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1026,  Nissan Qashqai 2022  ,    29 457 $    ,Вінниця ,150.0,1.3,Варіатор,Передній
1027,  Chery Tiggo 2 Pro 2021  ,    15 260 $    ,Львів ,109.0,1.5,Механічна,Передній
1028,  Chery Tiggo 4 2021  ,    15 400 $    ,Львів ,113.0,1.5,Механічна,Передній
1029,  Fiat Fiorino груз. 2021  ,    12 067 $    ,Вінниця ,77.0,1.4,Механічна,Передній
1030,  Kia Rio X 2022  ,    18 709 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1031,  Toyota C-HR 2022  ,    30 664 $    ,Рівне ,184.0,2.0,Варіатор,Передній
1032,  Renault Duster 2022  ,    18 415 $    ,Запоріжжя ,110.0,1.5,Роботизована,Передній
1033,  Renault Duster 2022  ,    16 744 $    ,Запоріжжя ,110.0,1.5,Механічна,Передній
1034,  Chery Tiggo 2 Pro 2021  ,    15 300 $    ,Черкаси ,109.0,1.5,Варіатор,Передній
1035,  Renault Sandero 2021  ,    10 941 $    ,Луцьк ,73.0,1.0,Механічна,Передній
1036,  Hyundai Ioniq 5 2021  ,    48 777 $    ,Полтава ,233.0,,,
1037,  Volkswagen T-Roc 2021  ,    29 121 $    ,Чернівці ,150.0,1.5,Автомат,Передній
1038,  Volkswagen Touareg 2021  ,    83 000 $    ,Луцьк ,286.0,3.0,Автомат,Повний
1039,  Mazda CX-3 2021  ,    26 300 $    ,Полтава ,121.0,2.0,Автомат,Передній
1040,  Honda CR-V 2021  ,    42 956 $    ,Дніпро (Дніпропетровськ) ,184.0,2.0,Варіатор,Повний
1041,  Volkswagen Passat 2021  ,    47 700 $    ,Луцьк ,150.0,2.0,Роботизована,Передній
1042,  Renault Arkana 2021  ,    22 284 $    ,Луцьк ,150.0,1.3,Варіатор,Передній
1043,  Honda Civic 2021  ,    21 634 $    ,Дніпро (Дніпропетровськ) ,125.0,1.6,Варіатор,Передній
1044,  Mitsubishi Outlander 2021  ,    30 381 $    ,Луцьк ,167.0,2.4,Варіатор,Повний
1045,  Nissan Juke 2021  ,    24 767 $    ,Вінниця ,114.0,1.0,Роботизована,Передній
1046,  Renault Logan 2022  ,    12 968 $    ,Запоріжжя ,90.0,1.5,Механічна,Передній
1047,  Jetour X70 2022  ,    18 900 $    ,Черкаси ,147.0,1.5,Механічна,Передній
1048,  Haval Jolion 2021  ,    15 380 $    ,Дніпро (Дніпропетровськ) ,143.0,1.5,Механічна,Передній
1049,  Renault Express Van 2021  ,    13 278 $    ,Запоріжжя ,110.0,1.6,Механічна,Передній
1050,  Kia Ceed 2021  ,    19 670 $    ,Львів ,128.0,1.6,Автомат,Передній
1051,  Honda Civic 2021  ,    22 625 $    ,Дніпро (Дніпропетровськ) ,125.0,1.6,Варіатор,Передній
1052,  Kia Rio X 2022  ,    18 709 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1053,  Skoda Kodiaq 2022  ,    51 847 $    ,Хмельницький ,180.0,2.0,Роботизована,Повний
1054,  Skoda Octavia 2020  ,    32 701 $    ,Хмельницький ,150.0,1.4,Автомат,Передній
1055,  Skoda Kamiq 2022  ,    28 750 $    ,Хмельницький ,150.0,1.5,Роботизована,Передній
1056,  Kia Rio X 2022  ,    17 750 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1057,  Skoda Karoq 2022  ,    30 613 $    ,Хмельницький ,150.0,1.4,Автомат,Передній
1058,  Skoda Kodiaq 2022  ,    58 470 $    ,Хмельницький ,180.0,2.0,Роботизована,Повний
1059,  Nissan X-Trail 2021  ,    34 249 $    ,Кропивницький (Кіровоград) ,171.0,2.5,Варіатор,Повний
1060,  MG HS 2021  ,    27 033 $    ,Миколаїв ,228.0,2.0,Автомат,Повний
1061,  Ford Kuga 2020  ,    30 088 $    ,Полтава ,120.0,1.5,Автомат,Передній
1062,  Porsche Cayenne 2021  ,    155 139 $    ,Одеса ,460.0,4.0,Автомат,Повний
1063,  Citroen C-Elysee 2021  ,    13 451 $    ,Черкаси ,115.0,1.6,Механічна,Передній
1064,  Citroen C3 2021  ,    18 663 $    ,Черкаси ,110.0,1.2,Автомат,Передній
1065,  Hyundai Venue 2021  ,    23 584 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1066,  Mitsubishi ASX 2021  ,    26 400 $    ,Чернівці ,150.0,2.0,Варіатор,Повний
1067,  Peugeot 3008 2021  ,    54 796 $    ,Львів ,,1.6,Автомат,Повний
1068,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1069,  Infiniti QX50 2021  ,    53 600 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1070,  Ford Kuga 2021  ,    30 408 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1071,  Ford Kuga 2021  ,    31 901 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
1072,  Volvo XC40 Recharge 2021  ,    55 042 $    ,Вінниця ,408.0,,,Повний
1073,  Hyundai Elantra 2021  ,    26 045 $    ,Запоріжжя ,127.0,1.6,Автомат,Передній
1074,  Ford Kuga 2021  ,    30 553 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1075,  Hyundai Venue 2021  ,    23 584 $    ,Івано-Франківськ ,123.0,1.6,Автомат,Передній
1076,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1077,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1078,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1079,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1080,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1081,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1082,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1083,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1084,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1085,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1086,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1087,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1088,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1089,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1090,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1091,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1092,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1093,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1094,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1095,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1096,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1097,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1098,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1099,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1100,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1101,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1102,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1103,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1104,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1105,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1106,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1107,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1108,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1109,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1110,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1111,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1112,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1113,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1114,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1115,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1116,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1117,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1118,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
1119,  Citroen Berlingo пасс. 2022  ,    21 594 $    ,Черкаси ,92.0,1.6,Механічна,
1120,  Renault Megane 2021  ,    23 244 $    ,Черкаси ,115.0,1.5,Механічна,Передній
1121,  Renault Captur 2021  ,    24 536 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1122,  Renault Express Van 2021  ,    16 797 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1123,  Toyota Land Cruiser 300 2021  ,    90 143 $    ,Полтава ,415.0,3.5,Автомат,Повний
1124,  Toyota Camry 2021  ,    35 673 $    ,Івано-Франківськ ,207.0,2.5,Автомат,Передній
1125,  Nissan Qashqai 2022  ,    28 816 $    ,Одеса ,150.0,1.3,Варіатор,Передній
1126,  Haval Jolion 2021  ,    28 835 $    ,Івано-Франківськ ,143.0,1.5,Автомат,Повний
1127,  Volkswagen T-Roc 2021  ,    26 955 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1128,  Peugeot Partner груз. 2022  ,    21 975 $    ,Вінниця ,100.0,1.5,Механічна,Передній
1129,  Volkswagen T-Roc 2021  ,    29 641 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1130,  Citroen C3 2021  ,    20 703 $    ,Київ ,110.0,1.2,Автомат,Передній
1131,  Infiniti QX50 2021  ,    54 500 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1132,  Citroen C-Elysee 2021  ,    14 478 $    ,Київ ,115.0,1.6,Механічна,Передній
1133,  Peugeot 208 2021  ,    20 737 $    ,Вінниця ,130.0,1.2,Автомат,Передній
1134,  Fiat Tipo 2021  ,    18 261 $    ,Полтава ,110.0,1.6,Автомат,Передній
1135,  Nissan Leaf 2021  ,    29 248 $    ,Одеса ,150.0,,,Передній
1136,  Fiat Tipo 2021  ,    23 488 $    ,Полтава ,110.0,1.6,Автомат,Передній
1137,  Infiniti QX80 2022  ,    72 000 $    ,Хмельницький ,405.0,5.6,Автомат,Повний
1138,  Toyota Land Cruiser 300 2021  ,    91 860 $    ,Кременчук ,415.0,3.5,Автомат,Повний
1139,  Toyota Land Cruiser 300 2021  ,    79 902 $    ,Одеса ,299.0,3.3,Автомат,Повний
1140,  Volkswagen Touareg 2021  ,    83 287 $    ,Івано-Франківськ ,286.0,3.0,Автомат,Повний
1141,  Ford Transit Courier 2021  ,    14 516 $    ,Івано-Франківськ ,100.0,1.0,Механічна,Передній
1142,  Toyota Yaris Cross 2021  ,    28 471 $    ,Полтава ,116.0,1.5,Варіатор,Передній
1143,  Ford Kuga 2021  ,    30 919 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1144,  Suzuki Vitara 2021  ,    19 619 $    ,Запоріжжя ,117.0,1.6,Автомат,Передній
1145,  Mercedes-Benz S-Class 2021  ,    162 506 $    ,Ужгород ,367.0,,Автомат,Повний
1146,  Chery Tiggo 2 2021  ,    11 130 $    ,Київ ,106.0,1.5,Механічна,Передній
1147,  Toyota C-HR 2022  ,    28 686 $    ,Одеса ,122.0,1.8,Варіатор,Передній
1148,  Mercedes-Benz GLE-Class 2021  ,    94 681 $    ,Ужгород ,272.0,,Автомат,Повний
1149,  Mazda CX-5 2021  ,    34 311 $    ,Дніпро (Дніпропетровськ) ,194.0,2.5,Автомат,Повний
1150,  Haval Jolion 2021  ,    26 493 $    ,Луцьк ,143.0,1.5,Автомат,Повний
1151,  Chery Tiggo 4 2021  ,    14 776 $    ,Київ ,116.0,1.5,Механічна,Передній
1152,  Mazda CX-3 2021  ,    21 984 $    ,Дніпро (Дніпропетровськ) ,121.0,2.0,Автомат,Передній
1153,  Jetour X70 2021  ,    17 654 $    ,Київ ,147.0,1.5,Механічна,Передній
1154,  MG ZS 2021  ,    17 424 $    ,Миколаїв ,114.0,1.5,Варіатор,Передній
1155,  Renault Express 2021  ,    18 304 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1156,  Porsche Macan 2022  ,    72 951 $    ,Одеса ,265.0,2.0,Автомат,Повний
1157,  Suzuki SX4 2021  ,    18 258 $    ,Запоріжжя ,117.0,1.6,Механічна,Повний
1158,  Suzuki Ignis 2021  ,    17 112 $    ,Запоріжжя ,83.0,1.2,Варіатор,Передній
1159,  Nissan X-Trail 2021  ,    34 249 $    ,Кропивницький (Кіровоград) ,171.0,2.5,Варіатор,Повний
1160,  MG HS 2021  ,    27 033 $    ,Миколаїв ,228.0,2.0,Автомат,Повний
1161,  Ford Kuga 2020  ,    30 088 $    ,Полтава ,120.0,1.5,Автомат,Передній
1162,  Porsche Cayenne 2021  ,    155 139 $    ,Одеса ,460.0,4.0,Автомат,Повний
1163,  Citroen C-Elysee 2021  ,    13 451 $    ,Черкаси ,115.0,1.6,Механічна,Передній
1164,  Citroen C3 2021  ,    18 663 $    ,Черкаси ,110.0,1.2,Автомат,Передній
1165,  Hyundai Venue 2021  ,    23 584 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1166,  Mitsubishi ASX 2021  ,    26 400 $    ,Чернівці ,150.0,2.0,Варіатор,Повний
1167,  Peugeot 3008 2021  ,    54 796 $    ,Львів ,,1.6,Автомат,Повний
1168,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1169,  Infiniti QX50 2021  ,    53 600 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1170,  Ford Kuga 2021  ,    30 408 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1171,  Ford Kuga 2021  ,    31 901 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
1172,  Volvo XC40 Recharge 2021  ,    55 042 $    ,Вінниця ,408.0,,,Повний
1173,  Hyundai Elantra 2021  ,    26 045 $    ,Запоріжжя ,127.0,1.6,Автомат,Передній
1174,  Ford Kuga 2021  ,    30 553 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1175,  Hyundai Venue 2021  ,    23 584 $    ,Івано-Франківськ ,123.0,1.6,Автомат,Передній
1176,  Opel Mokka 2022  ,    25 132 $    ,Черкаси ,130.0,1.2,Автомат,Передній
1177,  Ford Kuga 2021  ,    27 236 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1178,  Nissan Juke 2021  ,    22 494 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1179,  Nissan Juke 2021  ,    22 317 $    ,Київ ,114.0,1.0,Роботизована,Передній
1180,  Nissan Juke 2021  ,    20 679 $    ,Хмельницький ,114.0,1.0,Роботизована,Передній
1181,  Volkswagen T-Roc 2021  ,    27 236 $    ,Житомир ,150.0,1.5,Автомат,Передній
1182,  Nissan Qashqai 2022  ,    33 148 $    ,Київ ,150.0,1.3,Варіатор,Повний
1183,  Citroen C-Elysee 2022  ,    15 542 $    ,Вінниця ,115.0,1.6,Механічна,Передній
1184,  Nissan X-Trail 2021  ,    24 224 $    ,Одеса ,144.0,2.0,Варіатор,Передній
1185,  Peugeot Partner груз. 2022  ,    20 118 $    ,Вінниця ,90.0,1.6,Механічна,Передній
1186,  Citroen C-Elysee 2021  ,    17 470 $    ,Львів ,115.0,1.6,Автомат,Передній
1187,  Ford Kuga 2021  ,    35 320 $    ,Хмельницький ,182.0,1.5,Автомат,Повний
1188,  Nissan Leaf 2021  ,    27 546 $    ,Одеса ,150.0,,,Передній
1189,  Toyota Camry 2021  ,    33 093 $    ,Одеса ,218.0,2.5,Варіатор,Передній
1190,  Nissan Juke 2021  ,    23 358 $    ,Одеса ,114.0,1.0,Роботизована,Передній
1191,  Mazda CX-30 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1192,  Nissan X-Trail 2021  ,    26 966 $    ,Хмельницький ,130.0,1.6,Варіатор,Передній
1193,  Volkswagen T-Cross 2021  ,    23 179 $    ,Хмельницький ,115.0,1.0,Автомат,Передній
1194,  Chevrolet Cobalt 2021  ,    11 188 $    ,Черкаси ,106.0,1.5,Механічна,Передній
1195,  Nissan Juke 2021  ,    20 855 $    ,Кропивницький (Кіровоград) ,114.0,1.0,Роботизована,Передній
1196,  Ford Kuga 2021  ,    33 206 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1197,  Chery Tiggo 2 2021  ,    11 130 $    ,Хмельницький ,106.0,1.5,Механічна,Передній
1198,  Nissan Qashqai 2022  ,    31 328 $    ,Хмельницький ,150.0,1.3,Варіатор,Передній
1199,  Volkswagen T-Cross 2021  ,    24 070 $    ,Житомир ,115.0,1.0,Автомат,Передній
1200,  Ford Kuga 2021  ,    30 875 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Повний
1201,  Renault Captur 2021  ,    24 165 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1202,  Audi Q8 2022  ,    93 498 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1203,  Mazda CX-5 2021  ,    26 927 $    ,Дніпро (Дніпропетровськ) ,150.0,2.0,Автомат,Передній
1204,  Peugeot 2008 2022  ,    29 808 $    ,Черкаси ,155.0,1.2,Автомат,Передній
1205,  Volvo XC60 2022  ,    63 405 $    ,Вінниця ,197.0,2.0,Автомат,Повний
1206,  Suzuki Ignis 2021  ,    17 112 $    ,Дніпро (Дніпропетровськ) ,83.0,1.2,Варіатор,Передній
1207,  Audi Q7 2021  ,    92 119 $    ,Дніпро (Дніпропетровськ) ,286.0,3.0,Автомат,Повний
1208,  Mitsubishi Outlander 2021  ,    32 000 $    ,Чернівці ,167.0,2.4,Варіатор,Повний
1209,  Volkswagen Tiguan 2021  ,    49 458 $    ,Житомир ,150.0,2.0,Автомат,Повний
1210,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1211,  Nissan Juke 2021  ,    20 180 $    ,Черкаси ,114.0,1.0,Механічна,Передній
1212,  MG HS 2021  ,    21 369 $    ,Миколаїв ,169.0,1.5,Автомат,Передній
1213,  Audi Q8 2022  ,    87 970 $    ,Дніпро (Дніпропетровськ) ,286.0,,Тіптронік,Повний
1214,  MG HS 2021  ,    23 014 $    ,Полтава ,169.0,1.5,Автомат,Передній
1215,  Nissan Juke 2021  ,    20 679 $    ,Київ ,114.0,1.0,Роботизована,Передній
1216,  Citroen Space Tourer 2021  ,    43 160 $    ,Львів ,150.0,2.0,Автомат,Передній
1217,  Mitsubishi Eclipse Cross 2021  ,    32 000 $    ,Чернівці ,150.0,1.5,Варіатор,Повний
1218,  Porsche Cayenne Coupe 2021  ,    137 131 $    ,Одеса ,340.0,3.0,Тіптронік,Повний
1219,  Citroen Berlingo пасс. 2022  ,    21 594 $    ,Черкаси ,92.0,1.6,Механічна,
1220,  Renault Megane 2021  ,    23 244 $    ,Черкаси ,115.0,1.5,Механічна,Передній
1221,  Renault Captur 2021  ,    24 536 $    ,Кропивницький (Кіровоград) ,155.0,1.3,Роботизована,Передній
1222,  Renault Express Van 2021  ,    16 797 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1223,  Toyota Land Cruiser 300 2021  ,    90 143 $    ,Полтава ,415.0,3.5,Автомат,Повний
1224,  Toyota Camry 2021  ,    35 673 $    ,Івано-Франківськ ,207.0,2.5,Автомат,Передній
1225,  Nissan Qashqai 2022  ,    28 816 $    ,Одеса ,150.0,1.3,Варіатор,Передній
1226,  Haval Jolion 2021  ,    28 835 $    ,Івано-Франківськ ,143.0,1.5,Автомат,Повний
1227,  Volkswagen T-Roc 2021  ,    26 955 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1228,  Peugeot Partner груз. 2022  ,    21 975 $    ,Вінниця ,100.0,1.5,Механічна,Передній
1229,  Volkswagen T-Roc 2021  ,    29 641 $    ,Івано-Франківськ ,150.0,1.5,Автомат,Передній
1230,  Citroen C3 2021  ,    20 703 $    ,Київ ,110.0,1.2,Автомат,Передній
1231,  Infiniti QX50 2021  ,    54 500 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1232,  Citroen C-Elysee 2021  ,    14 478 $    ,Київ ,115.0,1.6,Механічна,Передній
1233,  Peugeot 208 2021  ,    20 737 $    ,Вінниця ,130.0,1.2,Автомат,Передній
1234,  Fiat Tipo 2021  ,    18 261 $    ,Полтава ,110.0,1.6,Автомат,Передній
1235,  Nissan Leaf 2021  ,    29 248 $    ,Одеса ,150.0,,,Передній
1236,  Fiat Tipo 2021  ,    23 488 $    ,Полтава ,110.0,1.6,Автомат,Передній
1237,  Infiniti QX80 2022  ,    72 000 $    ,Хмельницький ,405.0,5.6,Автомат,Повний
1238,  Toyota Land Cruiser 300 2021  ,    91 860 $    ,Кременчук ,415.0,3.5,Автомат,Повний
1239,  Toyota Land Cruiser 300 2021  ,    79 902 $    ,Одеса ,299.0,3.3,Автомат,Повний
1240,  Volkswagen Touareg 2021  ,    83 287 $    ,Івано-Франківськ ,286.0,3.0,Автомат,Повний
1241,  Ford Transit Courier 2021  ,    14 516 $    ,Івано-Франківськ ,100.0,1.0,Механічна,Передній
1242,  Toyota Yaris Cross 2021  ,    28 471 $    ,Полтава ,116.0,1.5,Варіатор,Передній
1243,  Ford Kuga 2021  ,    30 919 $    ,Івано-Франківськ ,182.0,1.5,Автомат,Передній
1244,  Suzuki Vitara 2021  ,    19 619 $    ,Запоріжжя ,117.0,1.6,Автомат,Передній
1245,  Mercedes-Benz S-Class 2021  ,    162 506 $    ,Ужгород ,367.0,,Автомат,Повний
1246,  Chery Tiggo 2 2021  ,    11 130 $    ,Київ ,106.0,1.5,Механічна,Передній
1247,  Toyota C-HR 2022  ,    28 686 $    ,Одеса ,122.0,1.8,Варіатор,Передній
1248,  Mercedes-Benz GLE-Class 2021  ,    94 681 $    ,Ужгород ,272.0,,Автомат,Повний
1249,  Mazda CX-5 2021  ,    34 311 $    ,Дніпро (Дніпропетровськ) ,194.0,2.5,Автомат,Повний
1250,  Haval Jolion 2021  ,    26 493 $    ,Луцьк ,143.0,1.5,Автомат,Повний
1251,  Chery Tiggo 4 2021  ,    14 776 $    ,Київ ,116.0,1.5,Механічна,Передній
1252,  Mazda CX-3 2021  ,    21 984 $    ,Дніпро (Дніпропетровськ) ,121.0,2.0,Автомат,Передній
1253,  Jetour X70 2021  ,    17 654 $    ,Київ ,147.0,1.5,Механічна,Передній
1254,  MG ZS 2021  ,    17 424 $    ,Миколаїв ,114.0,1.5,Варіатор,Передній
1255,  Renault Express 2021  ,    18 304 $    ,Черкаси ,95.0,1.5,Механічна,Передній
1256,  Porsche Macan 2022  ,    72 951 $    ,Одеса ,265.0,2.0,Автомат,Повний
1257,  Suzuki SX4 2021  ,    18 258 $    ,Запоріжжя ,117.0,1.6,Механічна,Повний
1258,  Suzuki Ignis 2021  ,    17 112 $    ,Запоріжжя ,83.0,1.2,Варіатор,Передній
1259,  Nissan X-Trail 2021  ,    34 249 $    ,Кропивницький (Кіровоград) ,171.0,2.5,Варіатор,Повний
1260,  MG HS 2021  ,    27 033 $    ,Миколаїв ,228.0,2.0,Автомат,Повний
1261,  Ford Kuga 2020  ,    30 088 $    ,Полтава ,120.0,1.5,Автомат,Передній
1262,  Porsche Cayenne 2021  ,    155 139 $    ,Одеса ,460.0,4.0,Автомат,Повний
1263,  Citroen C-Elysee 2021  ,    13 451 $    ,Черкаси ,115.0,1.6,Механічна,Передній
1264,  Citroen C3 2021  ,    18 663 $    ,Черкаси ,110.0,1.2,Автомат,Передній
1265,  Hyundai Venue 2021  ,    23 584 $    ,Запоріжжя ,123.0,1.6,Автомат,Передній
1266,  Mitsubishi ASX 2021  ,    26 400 $    ,Чернівці ,150.0,2.0,Варіатор,Повний
1267,  Peugeot 3008 2021  ,    54 796 $    ,Львів ,,1.6,Автомат,Повний
1268,  Honda Civic 2021  ,    21 662 $    ,Одеса ,125.0,1.6,Варіатор,Передній
1269,  Infiniti QX50 2021  ,    53 600 $    ,Хмельницький ,249.0,2.0,Варіатор,Повний
1270,  Ford Kuga 2021  ,    30 408 $    ,Хмельницький ,182.0,1.5,Автомат,Передній
1271,  Ford Kuga 2021  ,    31 901 $    ,Кропивницький (Кіровоград) ,182.0,1.5,Автомат,Передній
1272,  Volvo XC40 Recharge 2021  ,    55 042 $    ,Вінниця ,408.0,,,Повний
1273,  Hyundai Elantra 2021  ,    26 045 $    ,Запоріжжя ,127.0,1.6,Автомат,Передній
